,word,emotion,sentiment
12334,solar,,
12335,sold,,
12336,solder,,
12337,soldier,anger,positive
12338,sole,,
12339,solemn,,negative
12340,solicitation,,
12341,solicitor,,
12342,solicitous,,positive
12343,solicitously,,positive
12344,solicitude,,negative
12345,solid,,positive
12346,solidarity,trust,positive
12347,solidification,,
12348,solidify,,
12349,solidity,trust,positive
12350,soliloquize,,
12351,solo,,
12352,soluble,,
12353,solution,,positive
12354,solve,,
12355,solvency,,positive
12356,somatic,surprise,negative
12357,somber,sadness,negative
12358,sonar,anticipation,positive
12359,sonata,,positive
12360,sonnet,joy,positive
12361,sonorous,joy,positive
12362,soot,disgust,negative
12363,soothe,,positive
12364,soothing,joy,positive
12365,soothingly,,positive
12366,sophisticated,,positive
12367,soprano,,
12368,sorcery,anticipation,negative
12369,sordid,anger,negative
12370,sore,anger,negative
12371,sorely,sadness,negative
12372,soreness,disgust,negative
12373,sorrow,fear,negative
12374,sorrowful,sadness,negative
12375,sorrowfully,,negative
12376,sorry,,negative
12377,sort,,
12378,sorter,,positive
12379,sortie,fear,negative
12380,sou,,
12381,sought,,positive
12382,soulful,,positive
12383,soulless,disgust,negative
12384,soulmate,fear,negative
12385,sound,,positive
12386,sounding,,negative
12387,soundly,,positive
12388,soundness,anticipation,positive
12389,soup,,positive
12390,sour,disgust,negative
12391,sourly,,negative
12392,sovereign,trust,
12393,sovereignty,,
12394,spa,anticipation,positive
12395,space,,
12396,spacious,,positive
12397,spade,,negative
12398,spaniel,joy,positive
12399,spank,anger,negative
12400,spanking,anger,
12401,spar,,
12402,spare,,positive
12403,sparing,,positive
12404,sparingly,,positive
12405,spark,,
12406,sparkle,anticipation,positive
12407,sparkling,,positive
12408,sparse,,
12409,spasm,fear,negative
12410,spat,anger,negative
12411,speak,,
12412,speaker,,
12413,speaking,,
12414,spear,anger,negative
12415,special,joy,positive
12416,specialist,trust,
12417,specialize,trust,
12418,specie,,positive
12419,specific,,
12420,specifically,,
12421,specify,,
12422,speck,disgust,negative
12423,spectacle,,negative
12424,spectacular,anticipation,positive
12425,spectacularly,,positive
12426,spectator,,
12427,specter,fear,negative
12428,spectral,,negative
12429,spectrum,,
12430,speculate,,
12431,speculation,fear,negative
12432,speculative,anticipation,
12433,speculum,,
12434,speech,,positive
12435,speechless,,
12436,speed,,
12437,speedily,,positive
12438,speedy,,positive
12439,spellbind,,positive
12440,spellbinding,,positive
12441,spellbindingly,,positive
12442,spellbound,,positive
12443,spelling,,positive
12444,spend,,
12445,spendy,,negative
12446,spent,,negative
12447,spew,disgust,negative
12448,spewed,,negative
12449,spewing,,negative
12450,spews,,negative
12451,sphere,,
12452,spice,,positive
12453,spicy,,
12454,spider,disgust,
12455,spike,fear,
12456,spill,,
12457,spilling,,negative
12458,spinal,,
12459,spindle,,
12460,spine,anger,negative
12461,spinster,fear,negative
12462,spire,,
12463,spirit,,positive
12464,spirited,,positive
12465,spiritless,,negative
12466,spirits,anticipation,positive
12467,spiritual,,positive
12468,spirituality,,
12469,spit,disgust,
12470,spite,anger,negative
12471,spiteful,anger,negative
12472,spitefully,,negative
12473,spitefulness,,negative
12474,splash,surprise,
12475,splatter,,negative
12476,splayed-finger,,
12477,splendid,joy,positive
12478,splendidly,,positive
12479,splendor,anticipation,positive
12480,splice,,
12481,splint,,
12482,splinter,,negative
12483,split,,negative
12484,splitting,sadness,negative
12485,spoil,disgust,negative
12486,spoilage,,negative
12487,spoilages,,negative
12488,spoiled,,negative
12489,spoiler,sadness,negative
12490,spoilled,,negative
12491,spoils,,negative
12492,spoke,,negative
12493,spokesman,trust,
12494,sponge,,negative
12495,sponsor,trust,positive
12496,spontaneous,,positive
12497,spook,fear,negative
12498,spookier,,negative
12499,spookiest,,negative
12500,spookily,,negative
12501,spooky,,negative
12502,spoon,,
12503,spoon-fed,,negative
12504,spoon-feed,,negative
12505,spoonfed,,negative
12506,spoonful,,
12507,sporadic,,negative
12508,spore,,
12509,sport,,
12510,sportsman,,
12511,sporty,,positive
12512,spot,,negative
12513,spotless,trust,positive
12514,spotty,,negative
12515,spouse,joy,positive
12516,spout,,
12517,sprain,sadness,negative
12518,sprang,,
12519,sprawl,,
12520,spree,,negative
12521,sprightly,,positive
12522,spring,,
12523,sprinkling,,
12524,sprite,fear,negative
12525,sprout,,
12526,spruce,,positive
12527,sprung,,
12528,spur,fear,positive
12529,spurious,disgust,negative
12530,spurn,,negative
12531,spurred,,
12532,sputter,,negative
12533,spy,,
12534,squabble,,negative
12535,squabbling,,negative
12536,squadron,,
12537,squall,fear,negative
12538,squander,,negative
12539,squarely,,positive
12540,squash,,negative
12541,squat,,
12542,squatter,,negative
12543,squeak,,negative
12544,squeaks,,negative
12545,squeaky,,negative
12546,squeal,,negative
12547,squealing,,negative
12548,squeals,,negative
12549,squeamish,disgust,negative
12550,squeeze,,
12551,squelch,anger,negative
12552,squire,,
12553,squirm,disgust,negative
12554,squirt,,
12555,stab,anger,negative
12556,stability,,positive
12557,stabilize,,positive
12558,stable,trust,positive
12559,staccato,,positive
12560,staff,,
12561,stag,,
12562,stage,,
12563,stagger,surprise,negative
12564,staggering,,negative
12565,staggeringly,,negative
12566,stagnant,sadness,negative
12567,stagnate,,negative
12568,stagnation,,negative
12569,staid,,negative
12570,stain,disgust,negative
12571,stainless,,positive
12572,stains,,negative
12573,staircase,,
12574,stairway,,
12575,stake,,negative
12576,stale,,negative
12577,stalemate,anger,negative
12578,stalk,fear,negative
12579,stall,disgust,negative
12580,stallion,,positive
12581,stalls,,negative
12582,stalwart,,positive
12583,stamina,trust,positive
12584,stammer,,negative
12585,stamp,,
12586,stampede,,negative
12587,stance,,
12588,stances,,
12589,stand,,positive
12590,standardize,,positive
12591,standing,,positive
12592,standoff,anger,negative
12593,standout,,positive
12594,stands,,
12595,standstill,anger,negative
12596,staple,,positive
12597,star,anticipation,positive
12598,starch,,
12599,stare,,
12600,staring,,negative
12601,stark,trust,negative
12602,starkly,,negative
12603,starlight,,positive
12604,starry,anticipation,positive
12605,stars,,positive
12606,start,anticipation,
12607,startle,fear,negative
12608,startling,surprise,negative
12609,startlingly,,negative
12610,starvation,fear,negative
12611,starve,,negative
12612,starved,,negative
12613,starving,,negative
12614,state,,
12615,state-of-the-art,,positive
12616,stately,,positive
12617,statement,trust,positive
12618,statements,,
12619,stateroom,,
12620,statesman,,
12621,static,,negative
12622,station,,
12623,stationary,,negative
12624,statistical,trust,
12625,statuary,,
12626,statue,,positive
12627,statuesque,,positive
12628,status,,positive
12629,staunch,,positive
12630,staunchly,,positive
12631,staunchness,,positive
12632,stave,,negative
12633,stead,,
12634,steadfast,trust,positive
12635,steadfastly,,positive
12636,steadfastness,,positive
12637,steadiest,,positive
12638,steadiness,,positive
12639,steady,surprise,positive
12640,steal,anger,negative
12641,stealing,disgust,negative
12642,steals,,negative
12643,stealth,surprise,
12644,stealthily,surprise,
12645,stealthy,anticipation,negative
12646,steamboat,,
12647,steamer,,
12648,steamship,,
12649,steamy,,
12650,steel,,
12651,steep,,negative
12652,steeply,,negative
12653,steer,,
12654,stellar,,positive
12655,stellarly,,positive
12656,stem,,
12657,stench,,negative
12658,step,,
12659,stereotype,,negative
12660,stereotyped,,negative
12661,stereotypical,,negative
12662,stereotypically,,negative
12663,sterile,sadness,negative
12664,sterility,,negative
12665,sterling,anger,negative
12666,stern,,negative
12667,stethoscope,,
12668,stew,,negative
12669,steward,trust,positive
12670,stick,,
12671,sticky,disgust,negative
12672,stiff,,negative
12673,stiffness,,negative
12674,stifle,,negative
12675,stifled,anger,negative
12676,stifling,,negative
12677,stiflingly,,negative
12678,stigma,anger,negative
12679,stigmatize,,negative
12680,stiletto,,
12681,still,,
12682,stillborn,sadness,negative
12683,stillness,fear,positive
12684,stilts,,
12685,stimulant,,
12686,stimulate,,positive
12687,stimulates,,positive
12688,stimulating,,positive
12689,stimulation,,positive
12690,stimulative,,positive
12691,stimulus,,
12692,sting,anger,negative
12693,stinging,,negative
12694,stingingly,,negative
12695,stingy,anger,negative
12696,stink,disgust,negative
12697,stinking,disgust,negative
12698,stinks,,negative
12699,stint,fear,negative
12700,stir,,
12701,stirring,,positive
12702,stirringly,,positive
12703,stock,,
12704,stocks,,negative
12705,stodgy,,negative
12706,stole,,negative
12707,stolen,anger,negative
12708,stomach,disgust,
12709,stone,anger,negative
12710,stoned,,negative
12711,stony,,
12712,stood,,positive
12713,stooge,,negative
12714,stooges,,negative
12715,stool,,
12716,stools,disgust,negative
12717,stop,,
12718,stoppage,,negative
12719,stopping,,
12720,store,anticipation,positive
12721,storm,anger,negative
12722,storming,anger,
12723,stormy,fear,negative
12724,straggle,,negative
12725,straggler,,negative
12726,straight,,positive
12727,straighten,,positive
12728,straightforward,trust,positive
12729,strain,,negative
12730,strained,anger,negative
12731,straining,,negative
12732,strait,,
12733,straits,fear,negative
12734,stranded,,negative
12735,strange,,negative
12736,strangely,,negative
12737,stranger,fear,negative
12738,strangest,,negative
12739,strangle,anger,negative
12740,strap,,
12741,strategic,,positive
12742,strategist,anticipation,positive
12743,strategy,,
12744,straw,,
12745,stray,,negative
12746,streaky,,negative
12747,stream,,
12748,streamlined,,positive
12749,strength,trust,positive
12750,strengthen,,positive
12751,strengthening,joy,positive
12752,strenuous,,negative
12753,stress,,negative
12754,stresses,,negative
12755,stressful,,negative
12756,stressfully,,negative
12757,stretch,,
12758,stretcher,fear,
12759,stricken,sadness,negative
12760,strict,,negative
12761,strictly,,negative
12762,stride,,positive
12763,strident,,negative
12764,stridently,,negative
12765,strides,,positive
12766,strife,anger,negative
12767,strike,anger,negative
12768,striking,,positive
12769,strikingly,,positive
12770,stringent,,negative
12771,stringently,,negative
12772,strip,sadness,negative
12773,stripe,,negative
12774,stripped,anger,negative
12775,strive,anticipation,
12776,striven,,
12777,striving,,positive
12778,strobe,,
12779,stroke,fear,negative
12780,strong,,positive
12781,stronger,,positive
12782,stronger-than-expected,,
12783,strongest,,positive
12784,strongly,,positive
12785,strove,,
12786,struck,,negative
12787,structural,trust,
12788,structure,trust,positive
12789,struggle,anger,negative
12790,struggled,,negative
12791,struggles,,negative
12792,struggling,,negative
12793,strut,,negative
12794,stubble,,
12795,stubborn,,negative
12796,stubbornly,,negative
12797,stubbornness,,negative
12798,stubby,,
12799,stuck,,negative
12800,stud,,positive
12801,studded,,
12802,studious,,positive
12803,studiously,,positive
12804,study,,positive
12805,stuff,,
12806,stuffed,,
12807,stuffy,,negative
12808,stumble,,negative
12809,stumbled,,negative
12810,stumbles,,negative
12811,stump,,negative
12812,stumped,,negative
12813,stumps,,negative
12814,stun,,negative
12815,stunned,fear,negative
12816,stunning,,positive
12817,stunningly,,positive
12818,stunt,,negative
12819,stunted,,negative
12820,stupefy,,
12821,stupendous,,positive
12822,stupendously,,positive
12823,stupid,,negative
12824,stupidest,,negative
12825,stupidity,,negative
12826,stupidly,,negative
12827,stupified,,negative
12828,stupify,,negative
12829,stupor,,negative
12830,sturdier,,positive
12831,sturdy,,positive
12832,sturgeon,,
12833,stutter,,negative
12834,stuttered,,negative
12835,stuttering,,negative
12836,stutters,,negative
12837,sty,disgust,negative
12838,stylish,,positive
12839,stylishly,,positive
12840,stylized,,positive
12841,stymied,,negative
12842,suave,,positive
12843,suavely,,positive
12844,sub-par,,negative
12845,subconscious,,
12846,subcutaneous,,
12847,subdue,,negative
12848,subdued,,negative
12849,subito,surprise,
12850,subject,,negative
12851,subjected,sadness,negative
12852,subjection,,negative
12853,subjugate,,negative
12854,subjugation,anger,negative
12855,sublimation,joy,positive
12856,sublime,,positive
12857,submerged,,
12858,submissive,,negative
12859,submit,anticipation,
12860,subordinate,fear,negative
12861,subpoena,,negative
12862,subpoenas,,negative
12863,subscribe,anticipation,positive
12864,subscription,,positive
12865,subservience,,negative
12866,subservient,,negative
12867,subside,,negative
12868,subsidence,sadness,negative
12869,subsidize,,positive
12870,subsidized,,positive
12871,subsidizes,,positive
12872,subsidizing,,positive
12873,subsidy,anger,negative
12874,subsist,,negative
12875,subsistence,,positive
12876,subsoil,,
12877,substance,,positive
12878,substandard,,negative
12879,substantial,,positive
12880,substantially,,positive
12881,substantiate,trust,positive
12882,substantive,,positive
12883,substitute,,
12884,substructure,,
12885,subterranean,,
12886,subtle,,positive
12887,subtlety,,
12888,subtract,,negative
12889,suburbs,,
12890,subversion,anger,negative
12891,subversive,anger,negative
12892,subversively,,negative
12893,subvert,disgust,negative
12894,succeed,anticipation,positive
12895,succeeded,,positive
12896,succeeding,anticipation,positive
12897,succeeds,,positive
12898,succes,,positive
12899,success,anticipation,positive
12900,successes,,positive
12901,successful,anticipation,positive
12902,successfully,,positive
12903,successive,,
12904,successor,,
12905,succinct,,positive
12906,succulent,,negative
12907,succumb,,negative
12908,such,,
12909,suck,,negative
12910,sucked,,negative
12911,sucker,anger,negative
12912,sucking,,
12913,sucks,,negative
12914,sucky,,negative
12915,sudden,surprise,
12916,suddenly,surprise,
12917,sue,anger,negative
12918,sued,,negative
12919,sueing,,negative
12920,sues,,negative
12921,suffer,,negative
12922,suffered,,negative
12923,sufferer,fear,negative
12924,sufferers,,negative
12925,suffering,disgust,negative
12926,suffers,,negative
12927,suffice,,positive
12928,sufficed,,positive
12929,suffices,,positive
12930,sufficiency,,positive
12931,sufficient,,positive
12932,sufficiently,,positive
12933,suffocate,,negative
12934,suffocating,disgust,negative
12935,suffocation,anger,negative
12936,sugar,,positive
12937,sugar-coat,,negative
12938,sugar-coated,,negative
12939,sugarcoated,,negative
12940,suggest,trust,positive
12941,suggestions,,positive
12942,suicidal,anger,negative
12943,suicide,anger,negative
12944,suit,,positive
12945,suitable,,positive
12946,suite,,
12947,sulk,,negative
12948,sullen,anger,negative
12949,sully,,negative
12950,sultan,fear,
12951,sultry,,positive
12952,sum,,
12953,summarize,,
12954,summit,,positive
12955,summon,,
12956,summons,,negative
12957,sump,disgust,
12958,sumptuous,,positive
12959,sumptuously,,positive
12960,sumptuousness,,positive
12961,sun,anticipation,positive
12962,sunder,,negative
12963,sundial,anticipation,
12964,sung,,
12965,sunk,disgust,negative
12966,sunken,,negative
12967,sunless,,
12968,sunlight,,
12969,sunny,anticipation,positive
12970,sunset,anticipation,positive
12971,sunshine,joy,positive
12972,super,,positive
12973,superb,,positive
12974,superbly,,positive
12975,superficial,,negative
12976,superficiality,,negative
12977,superficially,,negative
12978,superfluous,,negative
12979,superhuman,,positive
12980,superior,,positive
12981,superiority,,positive
12982,superlative,,positive
12983,superman,joy,positive
12984,supernatural,,
12985,superposition,,
12986,superstar,joy,positive
12987,superstition,fear,negative
12988,superstitious,anticipation,negative
12989,supple,,positive
12990,supplemental,,
12991,supplication,trust,positive
12992,supplies,,positive
12993,supply,,positive
12994,support,,positive
12995,supported,,positive
12996,supporter,joy,positive
12997,supporting,trust,positive
12998,supportive,,positive
12999,supports,,positive
13000,suppose,,
13001,supposed,,negative
13002,supposing,,
13003,suppress,anger,negative
13004,suppression,anger,negative
13005,supremacy,anger,negative
13006,supreme,,positive
13007,supremely,,positive
13008,supurb,,positive
13009,supurbly,,positive
13010,surcharge,anger,negative
13011,sure,,positive
13012,surely,,positive
13013,surety,trust,positive
13014,surf,,
13015,surface,,
13016,surge,surprise,positive
13017,surgery,fear,
13018,surging,,positive
13019,surly,anger,negative
13020,surmise,,positive
13021,surmount,,positive
13022,surpass,,positive
13023,surpassing,,positive
13024,surplus,,
13025,surprise,fear,positive
13026,surprised,surprise,
13027,surprising,surprise,
13028,surprisingly,anticipation,
13029,surreal,,positive
13030,surrender,fear,negative
13031,surrendering,sadness,negative
13032,surrogate,trust,
13033,surround,anticipation,negative
13034,surroundings,,
13035,surveillance,fear,
13036,survey,,
13037,surveying,,positive
13038,survival,,positive
13039,survive,,positive
13040,survivor,,positive
13041,susceptible,,negative
13042,suspect,fear,negative
13043,suspend,,
13044,suspense,anticipation,
13045,suspension,fear,negative
13046,suspicion,fear,negative
13047,suspicions,,negative
13048,suspicious,anger,negative
13049,suspiciously,,negative
13050,sustain,,
13051,sustainability,,positive
13052,sustainable,,positive
13053,sustained,,positive
13054,swab,,negative
13055,swagger,,negative
13056,swallow,,
13057,swam,,
13058,swamp,disgust,negative
13059,swamped,,negative
13060,swampy,disgust,negative
13061,swan,,
13062,swank,,positive
13063,swankier,,positive
13064,swankiest,,positive
13065,swanky,,positive
13066,swap,,
13067,swarm,disgust,
13068,swastika,anger,negative
13069,sway,,
13070,swear,trust,positive
13071,sweat,fear,
13072,sweaty,,negative
13073,sweep,,
13074,sweeping,,positive
13075,sweet,anticipation,positive
13076,sweeten,,positive
13077,sweetheart,anticipation,positive
13078,sweetie,,positive
13079,sweetly,,positive
13080,sweetness,,positive
13081,sweets,anticipation,positive
13082,swell,,
13083,swelled,,negative
13084,swelling,fear,negative
13085,sweltering,,
13086,swept,,
13087,swerve,fear,
13088,swift,,positive
13089,swiftness,,positive
13090,swig,disgust,negative
13091,swim,anticipation,positive
13092,swimmer,,
13093,swimming,,
13094,swindle,,negative
13095,swine,disgust,negative
13096,swing,,
13097,swinging,,
13098,swipe,,negative
13099,switch,,
13100,swollen,,negative
13101,swoon,,negative
13102,sword,,
13103,swore,,negative
13104,sworn,,positive
13105,swung,,
13106,syllable,,
13107,symbolic,,positive
13108,symbolize,,positive
13109,symmetric,,
13110,symmetrical,,positive
13111,symmetry,joy,positive
13112,sympathetic,fear,positive
13113,sympathetically,,negative
13114,sympathies,,negative
13115,sympathize,sadness,negative
13116,sympathy,sadness,positive
13117,symphony,anticipation,positive
13118,symptom,,negative
13119,symptoms,,negative
13120,synchronize,anticipation,positive
13121,syncope,fear,negative
13122,syndrome,,negative
13123,synergistic,trust,positive
13124,synergy,,
13125,synod,trust,positive
13126,synonymous,fear,negative
13127,synthesis,,positive
13128,synthetic,,
13129,syringe,fear,
13130,syrup,,
13131,system,trust,
13132,systematic,,
13133,table,,
13134,tablet,,
13135,taboo,disgust,negative
13136,tabulate,anticipation,
13137,tabulation,,
13138,tack,,
13139,tackle,anger,
13140,tackling,,
13141,tacky,,negative
13142,tact,,positive
13143,tactics,fear,positive
13144,tail,,
13145,tailings,,
13146,taint,sadness,negative
13147,tainted,,negative
13148,take,,
13149,tale,,positive
13150,talent,,positive
13151,talented,,positive
13152,talents,,positive
13153,talisman,,positive
13154,talk,,positive
13155,talker,,
13156,tall,,
13157,tally,,
13158,talons,anger,negative
13159,tamper,,negative
13160,tan,,
13161,tandem,trust,
13162,tang,,
13163,tangle,,negative
13164,tangled,,negative
13165,tangles,,negative
13166,tank,,negative
13167,tanked,,negative
13168,tanks,,negative
13169,tanned,,positive
13170,tantalize,,positive
13171,tantalizing,anticipation,negative
13172,tantalizingly,,positive
13173,tantamount,trust,
13174,tantrum,,negative
13175,tape,,
13176,tapering,,
13177,tapestry,,
13178,tar,,
13179,tardiness,,negative
13180,tardy,,negative
13181,target,,
13182,tariff,anger,negative
13183,tarnish,disgust,negative
13184,tarnished,,negative
13185,tarnishes,,negative
13186,tarnishing,,negative
13187,tarry,,negative
13188,tartan,,
13189,task,,positive
13190,taste,,positive
13191,tasteful,,positive
13192,tasteless,disgust,negative
13193,tasty,,positive
13194,tatter,,
13195,tattered,,negative
13196,taught,trust,
13197,taunt,anger,negative
13198,taunting,,negative
13199,tauntingly,,negative
13200,taunts,,negative
13201,taut,,negative
13202,tavern,,
13203,tawdry,,negative
13204,tawny,disgust,
13205,tax,sadness,negative
13206,taxicab,,
13207,taxing,,negative
13208,tea,,
13209,teach,joy,positive
13210,teacher,trust,positive
13211,team,trust,
13212,tear,,
13213,tearful,disgust,
13214,tease,anger,negative
13215,teasing,anger,negative
13216,teasingly,,negative
13217,technical,,
13218,technology,,positive
13219,tedious,,negative
13220,tediously,,negative
13221,tedium,,negative
13222,teeming,disgust,
13223,teens,,negative
13224,teeth,,
13225,telegram,,
13226,telephone,,
13227,tell,,
13228,teller,,
13229,telltale,,
13230,temerity,,negative
13231,temper,,negative
13232,temperament,,
13233,temperance,,positive
13234,temperate,trust,positive
13235,temperature,,
13236,tempered,,positive
13237,tempest,anger,negative
13238,tempt,,positive
13239,temptation,,negative
13240,tempting,,positive
13241,temptingly,,positive
13242,tenable,,positive
13243,tenacious,,positive
13244,tenaciously,,positive
13245,tenacity,,positive
13246,tenancy,,positive
13247,tenant,,positive
13248,tend,,
13249,tendency,,
13250,tender,joy,positive
13251,tenderly,,positive
13252,tenderness,joy,positive
13253,tenement,,negative
13254,tennis,,
13255,tense,,negative
13256,tension,anger,negative
13257,tentacle,,
13258,tentative,,negative
13259,tentatively,,negative
13260,tenuous,,negative
13261,tenuously,,negative
13262,tepid,,negative
13263,terminal,fear,negative
13264,terminate,sadness,
13265,termination,sadness,negative
13266,terminus,,
13267,termite,disgust,negative
13268,terms,,
13269,terrible,anger,negative
13270,terribleness,,negative
13271,terribly,sadness,negative
13272,terrier,,
13273,terrific,sadness,positive
13274,terrifically,,positive
13275,terrified,,positive
13276,terrify,,positive
13277,terrifying,,positive
13278,terrifyingly,,positive
13279,territorial,,
13280,terror,fear,negative
13281,terror-genic,,negative
13282,terrorism,anger,negative
13283,terrorist,anger,negative
13284,terrorize,anger,negative
13285,tertiary,,
13286,test,,
13287,testament,anticipation,
13288,testily,,negative
13289,testimonial,,
13290,testimony,trust,
13291,testy,,negative
13292,tetanus,disgust,negative
13293,tetchily,,negative
13294,tetchy,,negative
13295,tether,,negative
13296,text,,
13297,textbook,,
13298,thank,,positive
13299,thankful,joy,positive
13300,thankfully,,positive
13301,thankless,,negative
13302,thanksgiving,joy,positive
13303,thatch,,
13304,thaw,,
13305,theater,,
13306,theatrical,,
13307,theft,anger,negative
13308,theism,disgust,negative
13309,theme,,
13310,theocratic,anger,negative
13311,theological,trust,
13312,theology,anticipation,
13313,theorem,trust,
13314,theoretical,,positive
13315,theoretize,,
13316,theory,anticipation,
13317,therapeutic,joy,positive
13318,therapeutics,,positive
13319,therefore,,
13320,thereof,,
13321,thermal,,
13322,thermocouple,anticipation,
13323,thermodynamics,,
13324,thermometer,trust,
13325,thicken,,
13326,thickening,,
13327,thicker,,negative
13328,thief,anger,negative
13329,thimble,,
13330,thin,,
13331,think,,
13332,thinkable,,positive
13333,thinker,,positive
13334,thinking,,
13335,thinner,,positive
13336,thirst,anticipation,negative
13337,thirsty,,negative
13338,thirteenth,fear,
13339,thorn,,negative
13340,thorny,fear,negative
13341,thorough,,positive
13342,thoroughbred,,positive
13343,thoroughfare,,
13344,though,,
13345,thought,anticipation,
13346,thoughtful,trust,positive
13347,thoughtfully,,positive
13348,thoughtfulness,,positive
13349,thoughtless,anger,negative
13350,thoughtlessly,,negative
13351,thoughtlessness,,negative
13352,thrash,anger,negative
13353,threat,anger,negative
13354,threaten,anger,negative
13355,threatening,anger,negative
13356,threats,,negative
13357,threesome,,negative
13358,thresh,anger,negative
13359,threshold,,
13360,thrift,disgust,positive
13361,thrifty,,positive
13362,thrill,anticipation,positive
13363,thrilled,,positive
13364,thrilling,anticipation,positive
13365,thrillingly,,positive
13366,thrills,,positive
13367,thrive,,positive
13368,thriving,anticipation,positive
13369,throat,,
13370,throb,fear,negative
13371,throbbed,,negative
13372,throbbing,,negative
13373,throbs,,negative
13374,throne,trust,positive
13375,throttle,anger,negative
13376,throw,,negative
13377,thrush,,
13378,thrust,,
13379,thug,anger,negative
13380,thumb,,negative
13381,thumb-down,,negative
13382,thumb-up,,positive
13383,thumbs,,negative
13384,thumbs-down,,negative
13385,thumbs-up,,positive
13386,thump,anger,negative
13387,thumping,fear,
13388,thunder,,
13389,thunderbolt,,
13390,thundering,anger,negative
13391,thus,,
13392,thusly,,
13393,thwart,surprise,negative
13394,thyme,,
13395,tiara,,
13396,tickle,anticipation,positive
13397,ticklish,,
13398,tidal,,
13399,tidbit,,
13400,tide,,
13401,tidy,,positive
13402,tie,,
13403,tiff,anger,negative
13404,tiger,,
13405,tighten,anger,
13406,tilde,,
13407,tile,,
13408,tiling,,positive
13409,till,,
13410,tillage,,
13411,timber,,
13412,time,anticipation,
13413,time-consuming,,negative
13414,time-honored,,positive
13415,timely,,positive
13416,timid,fear,negative
13417,timidity,anticipation,negative
13418,timidly,,negative
13419,timidness,,negative
13420,tin,,
13421,tin-y,,negative
13422,tinge,,
13423,tingle,,positive
13424,tingled,,negative
13425,tingling,,negative
13426,tinker,,
13427,tinsel,joy,positive
13428,tint,,
13429,tiny,,negative
13430,tip,,
13431,tipsy,,negative
13432,tirade,anger,negative
13433,tire,,negative
13434,tired,,negative
13435,tiredness,,negative
13436,tiresome,,negative
13437,tiring,,negative
13438,tiringly,,negative
13439,tissue,,
13440,tit,,negative
13441,titillate,,positive
13442,titillating,,positive
13443,titillatingly,,positive
13444,title,trust,positive
13445,toad,disgust,negative
13446,toast,joy,positive
13447,tobacco,,negative
13448,toga,,
13449,togetherness,,positive
13450,toil,,negative
13451,toilet,disgust,negative
13452,toils,,negative
13453,told,,
13454,tolerable,,positive
13455,tolerably,,positive
13456,tolerance,,positive
13457,tolerant,,positive
13458,tolerantly,,positive
13459,tolerate,anger,negative
13460,toleration,,positive
13461,toll,,negative
13462,toll-free,,positive
13463,tomahawk,,
13464,tomb,sadness,
13465,tome,,
13466,tomorrow,anticipation,
13467,too,,negative
13468,toothache,fear,negative
13469,toothed,,
13470,top,anticipation,positive
13471,top-heavy,,negative
13472,top-notch,,positive
13473,top-quality,,positive
13474,topaz,,
13475,topic,,
13476,topmost,,positive
13477,topnotch,,positive
13478,topple,surprise,negative
13479,tops,,positive
13480,torch,,
13481,torment,anger,negative
13482,tormented,,negative
13483,torn,,negative
13484,tornado,fear,
13485,torpedo,anger,negative
13486,torrent,fear,negative
13487,torrid,,negative
13488,torridly,,positive
13489,tort,,negative
13490,tortious,anger,negative
13491,tortoise,,
13492,tortuous,,negative
13493,torture,anger,negative
13494,tortured,,negative
13495,tortures,,negative
13496,torturing,,negative
13497,torturous,,negative
13498,torturously,,negative
13499,total,,
13500,totalitarian,,negative
13501,totem,,
13502,touch,,
13503,touched,,negative
13504,touches,,
13505,touching,,
13506,touchy,anger,negative
13507,tough,sadness,negative
13508,tougher,,positive
13509,toughest,,positive
13510,toughness,anger,positive
13511,tourmaline,,
13512,tout,,negative
13513,touted,,negative
13514,touts,,negative
13515,towel,,
13516,tower,,positive
13517,towering,anticipation,positive
13518,toxic,disgust,negative
13519,toxicology,,
13520,toxin,fear,negative
13521,tracing,,
13522,track,anticipation,
13523,tract,fear,
13524,tractable,,
13525,traction,,positive
13526,tractor,,
13527,trade,trust,
13528,tradition,,positive
13529,traditional,,positive
13530,traduce,,negative
13531,tragedy,fear,negative
13532,tragic,,negative
13533,tragically,,negative
13534,trail,,
13535,train,,positive
13536,trainer,trust,
13537,traitor,anger,negative
13538,traitorous,,negative
13539,traitorously,,negative
13540,tramp,disgust,negative
13541,trample,,negative
13542,tramway,,
13543,trance,,negative
13544,tranquil,joy,positive
13545,tranquility,joy,positive
13546,transaction,trust,
13547,transatlantic,,
13548,transcendence,anticipation,positive
13549,transcendent,,
13550,transcendental,,positive
13551,transcript,trust,
13552,transcription,,
13553,transfer,,
13554,transform,,
13555,transformation,,
13556,transgress,,negative
13557,transgression,,negative
13558,transient,,
13559,transit,,
13560,transitional,anticipation,
13561,translate,,
13562,translation,trust,
13563,translucent,,
13564,transom,,
13565,transparency,,
13566,transparent,,positive
13567,transport,,
13568,transpose,,
13569,trap,,negative
13570,traped,,negative
13571,trapped,,negative
13572,trappings,,negative
13573,traps,,negative
13574,trash,disgust,negative
13575,trashed,,negative
13576,trashy,disgust,negative
13577,trauma,,negative
13578,traumatic,anger,negative
13579,traumatically,,negative
13580,traumatize,,negative
13581,traumatized,,negative
13582,travail,,negative
13583,travel,,positive
13584,traveler,,
13585,traveling,,positive
