,word,emotion,sentiment
8603,messy,disgust,negative
8604,metallurgy,,
8605,metaphorize,,
8606,metastasis,,negative
8607,meteor,,
8608,meteoric,,
8609,meter,,
8610,methanol,,negative
8611,methodical,,
8612,meticulous,,positive
8613,meticulously,,positive
8614,metrical,,
8615,metropolis,,
8616,metropolitan,,positive
8617,mettle,,positive
8618,micrometer,,
8619,micron,,
8620,microphone,,
8621,microscope,trust,
8622,microscopy,,positive
8623,mid,,
8624,middle,,
8625,middleman,,
8626,midget,,negative
8627,midnight,,
8628,midst,,
8629,midwife,anticipation,negative
8630,midwifery,,positive
8631,miff,,negative
8632,might,,positive
8633,mightily,,positive
8634,mighty,anger,positive
8635,mike,,
8636,mild,,positive
8637,mildew,disgust,negative
8638,milestone,,
8639,militancy,,negative
8640,militant,,
8641,military,fear,
8642,militia,anger,negative
8643,milk,,
8644,milky,,
8645,mill,anticipation,
8646,millionaire,,
8647,mime,,positive
8648,mimicry,surprise,negative
8649,mind,,negative
8650,mind-blowing,,positive
8651,mindful,,positive
8652,mindfulness,,positive
8653,mindless,,negative
8654,mindlessly,,negative
8655,miner,,
8656,minibus,,
8657,minimize,,negative
8658,minimum,,negative
8659,minister,,positive
8660,ministerial,,
8661,ministry,joy,positive
8662,minor,,
8663,minority,,negative
8664,minstrel,,
8665,mint,,positive
8666,minutiae,,
8667,mir,,
8668,miracle,anticipation,positive
8669,miracles,,positive
8670,miraculous,joy,positive
8671,miraculously,,positive
8672,miraculousness,,positive
8673,mirage,,negative
8674,mire,disgust,negative
8675,mirth,joy,positive
8676,misalign,,negative
8677,misaligned,,negative
8678,misaligns,,negative
8679,misapprehend,,negative
8680,misbecome,,negative
8681,misbecoming,,negative
8682,misbegotten,,negative
8683,misbehave,,negative
8684,misbehavior,anger,negative
8685,miscalculate,,negative
8686,miscalculation,,negative
8687,miscarriage,fear,negative
8688,miscellaneous,,negative
8689,mischief,,negative
8690,mischievous,,negative
8691,mischievously,,negative
8692,misconception,anger,negative
8693,misconceptions,,negative
8694,misconduct,disgust,negative
8695,miscreant,,negative
8696,miscreants,,negative
8697,misdirection,,negative
8698,miser,,negative
8699,miserable,anger,negative
8700,miserableness,,negative
8701,miserably,sadness,negative
8702,miseries,,negative
8703,miserly,,negative
8704,misery,anger,negative
8705,misfit,,negative
8706,misfortune,fear,negative
8707,misgiving,,negative
8708,misgivings,,negative
8709,misguidance,,negative
8710,misguide,,negative
8711,misguided,disgust,negative
8712,mishandle,,negative
8713,mishap,disgust,negative
8714,misinform,,negative
8715,misinformed,,negative
8716,misinterpret,,negative
8717,misinterpretation,,negative
8718,misjudge,,negative
8719,misjudgment,,negative
8720,mislead,anger,negative
8721,misleading,anger,negative
8722,misleadingly,,negative
8723,mislike,,negative
8724,mismanage,,negative
8725,mismanagement,,negative
8726,mismatch,,negative
8727,misnomer,,negative
8728,misplace,anger,negative
8729,misplaced,,negative
8730,mispronounce,,negative
8731,mispronounced,,negative
8732,mispronounces,,negative
8733,misread,,negative
8734,misreading,,negative
8735,misrepresent,,negative
8736,misrepresentation,sadness,negative
8737,misrepresented,anger,negative
8738,miss,,negative
8739,missed,,negative
8740,misses,,negative
8741,missile,fear,
8742,missing,fear,negative
8743,missionary,,positive
8744,misstatement,anger,negative
8745,mist,,negative
8746,mistake,sadness,negative
8747,mistaken,fear,negative
8748,mistakenly,,negative
8749,mistakes,,negative
8750,mistified,,negative
8751,mistress,anger,negative
8752,mistrust,disgust,negative
8753,mistrustful,,negative
8754,mistrustfully,,negative
8755,mists,,negative
8756,misty,,
8757,misunderstand,,negative
8758,misunderstanding,anger,negative
8759,misunderstandings,,negative
8760,misunderstood,,negative
8761,misuse,,negative
8762,mite,disgust,negative
8763,mix,,
8764,mixed,,
8765,mixture,,
8766,mm,,
8767,moan,fear,negative
8768,moat,trust,
8769,mob,anger,negative
8770,mobile,anticipation,
8771,mobility,,positive
8772,mobilize,,positive
8773,mobster,,negative
8774,mock,,negative
8775,mocked,,negative
8776,mockeries,,negative
8777,mockery,disgust,negative
8778,mocking,anger,negative
8779,mockingly,,negative
8780,mocks,,negative
8781,modal,,
8782,model,,positive
8783,moderate,,positive
8784,moderation,,positive
8785,moderator,trust,positive
8786,modern,,positive
8787,modernity,,positive
8788,modest,trust,positive
8789,modesty,,positive
8790,modification,,
8791,modify,surprise,
8792,moisture,,
8793,molar,,
8794,mold,,
8795,molest,,negative
8796,molestation,anger,negative
8797,mollify,,positive
8798,molten,,
8799,momentary,,
8800,momentous,,positive
8801,momentum,anticipation,positive
8802,monastic,,
8803,monetary,anticipation,positive
8804,money,anger,positive
8805,monk,trust,positive
8806,monochrome,disgust,negative
8807,monogamy,trust,
8808,monograph,,
8809,monopolist,,negative
8810,monopoly,,
8811,monotonous,,negative
8812,monotony,,negative
8813,monsoon,sadness,negative
8814,monster,fear,negative
8815,monstrosities,,negative
8816,monstrosity,anger,negative
8817,monstrous,,negative
8818,monstrously,,negative
8819,monte,,
8820,monument,,positive
8821,monumental,,positive
8822,monumentally,,positive
8823,mood,,
8824,moody,anger,negative
8825,moon,,negative
8826,moorings,trust,
8827,moorland,,
8828,moose,,
8829,moot,,negative
8830,mop,,
8831,mope,,negative
8832,moral,anger,positive
8833,morale,,positive
8834,moralistic,,positive
8835,morality,trust,positive
8836,moralize,,positive
8837,morals,anger,positive
8838,morass,,
8839,morbid,sadness,negative
8840,morbidity,anger,negative
8841,morbidly,,negative
8842,mordant,,negative
8843,mordantly,,negative
8844,moreover,,
8845,morgue,disgust,negative
8846,moribund,sadness,negative
8847,morn,anticipation,
8848,moron,,negative
8849,moronic,,negative
8850,morons,,negative
8851,morphine,,
8852,morphology,,
8853,morrow,anticipation,
8854,morsel,,negative
8855,mortal,,negative
8856,mortality,anger,negative
8857,mortar,,positive
8858,mortgage,fear,
8859,mortgagee,trust,
8860,mortgagor,fear,
8861,mortification,anticipation,negative
8862,mortified,,negative
8863,mortify,,negative
8864,mortifying,,negative
8865,mortuary,fear,negative
8866,mosque,anger,
8867,mosquito,anger,negative
8868,moss,,
8869,mossy,,
8870,most,,
8871,mostly,,
8872,moth,,
8873,mother,anticipation,negative
8874,motherhood,joy,positive
8875,motion,anticipation,
8876,motionless,,negative
8877,motivate,,positive
8878,motivated,,positive
8879,motivation,,positive
8880,motive,,positive
8881,motley,,negative
8882,motorcycle,,
8883,mound,,
8884,mount,,
8885,mountain,anticipation,
8886,mountainous,,
8887,mourn,sadness,negative
8888,mourner,,negative
8889,mournful,anger,negative
8890,mournfully,,negative
8891,mourning,sadness,negative
8892,moustache,,
8893,mouth,surprise,
8894,mouthful,disgust,
8895,mouthpiece,,
8896,movable,,positive
8897,move,,
8898,movement,,
8899,mover,,positive
8900,movie,,
8901,moving,,positive
8902,mow,,
8903,much,,
8904,muck,disgust,negative
8905,mucous,disgust,
8906,mucus,disgust,
8907,mud,,negative
8908,muddle,,negative
8909,muddled,,negative
8910,muddy,disgust,negative
8911,mudslinger,,negative
8912,mudslinging,,negative
8913,muff,anger,negative
8914,muffle,,
8915,muffled,,
8916,mug,anger,negative
8917,mule,anger,negative
8918,mulish,,negative
8919,multi-polarization,,negative
8920,multi-purpose,,positive
8921,multiple,,
8922,multiplier,,
8923,multiply,,
8924,multitude,,positive
8925,mum,fear,negative
8926,mumble,,negative
8927,mumps,,negative
8928,mundane,,negative
8929,murder,anger,negative
8930,murderer,anger,negative
8931,murderous,anger,negative
8932,murderously,,negative
8933,murky,disgust,negative
8934,muscle-flexing,,negative
8935,muscular,,positive
8936,museum,,
8937,mushy,,negative
8938,music,joy,positive
8939,musical,anger,positive
8940,musket,fear,
8941,muslin,,
8942,muss,,negative
8943,must,,
8944,mustang,,
8945,mustard,,
8946,muster,,
8947,musty,disgust,negative
8948,mutable,anticipation,positive
8949,mutant,,negative
8950,mutilated,disgust,negative
8951,mutilation,anger,negative
8952,mutiny,anger,negative
8953,mutter,anger,negative
8954,mutual,,positive
8955,muzzle,fear,negative
8956,myopia,anger,negative
8957,myriad,,positive
8958,myself>,,
8959,mysterious,anticipation,negative
8960,mysteriously,,negative
8961,mystery,anticipation,negative
8962,mystic,surprise,
8963,mystify,,negative
8964,myth,,negative
8965,nab,surprise,negative
8966,nadir,,negative
8967,nag,anger,negative
8968,nagging,,negative
8969,nail,,
8970,naive,,negative
8971,naively,,negative
8972,name,,
8973,nameless,disgust,negative
8974,nap,joy,positive
8975,napkin,sadness,
8976,nappy,disgust,negative
8977,narcotic,,negative
8978,narrow,,negative
8979,narrower,,negative
8980,nascent,anticipation,
8981,nastily,,negative
8982,nastiness,,negative
8983,nasty,anger,negative
8984,natal,,
8985,nation,trust,
8986,nationalism,,negative
8987,nationality,,
8988,natural,,positive
8989,naturalist,,positive
8990,naturalization,,
8991,naturalized,,
8992,naturally,,positive
8993,nature,,
8994,naught,,
8995,naughty,,negative
8996,nausea,disgust,negative
8997,nauseate,,negative
8998,nauseates,,negative
8999,nauseating,,negative
9000,nauseatingly,,negative
9001,nauseous,disgust,negative
9002,nautical,,
9003,naval,,
9004,navel,,
9005,navigable,anticipation,positive
9006,navigator,anticipation,
9007,navy,,
9008,nay,,negative
9009,naïve,,negative
9010,near,,
9011,neat,,positive
9012,neatest,,positive
9013,neatly,,positive
9014,nebulous,,negative
9015,nebulously,,negative
9016,necessarily,,positive
9017,necessary,,positive
9018,necessities,,
9019,necessity,sadness,
9020,nectar,,positive
9021,need,,negative
9022,needful,,negative
9023,needfully,,
9024,needle,,positive
9025,needless,,negative
9026,needlessly,,negative
9027,needs,,
9028,needy,,negative
9029,nefarious,disgust,negative
9030,nefariously,,negative
9031,negate,,negative
9032,negation,anger,negative
9033,negative,sadness,negative
9034,negatives,,negative
9035,negativity,,negative
9036,neglect,,negative
9037,neglected,anger,negative
9038,neglecting,,negative
9039,negligence,,negative
9040,negligent,,negative
9041,negligently,,negative
9042,negligible,,negative
9043,negotiate,trust,positive
9044,negotiation,,
9045,negotiator,,positive
9046,negro,sadness,negative
9047,neigh,,
9048,neighbor,anticipation,positive
9049,neighborhood,anticipation,
9050,neighboring,,
9051,nemesis,,negative
9052,neonatal,,
9053,nepotism,anger,negative
9054,nerve,,positive
9055,nervous,anticipation,negative
9056,nervously,,negative
9057,nervousness,fear,negative
9058,nest,trust,
9059,nestle,trust,positive
9060,nether,anger,negative
9061,nettle,anger,negative
9062,nettlesome,,negative
9063,network,anticipation,
9064,neuralgia,fear,negative
9065,neurosis,fear,negative
9066,neurotic,disgust,negative
9067,neurotically,,negative
9068,neuter,,
9069,neutral,anticipation,
9070,neutrality,trust,
9071,neutralize,,positive
9072,nevertheless,,
9073,newborn,,
9074,newcomer,fear,
9075,news,,
9076,newspaper,,
9077,newsstand,,
9078,nib,,
9079,nice,,positive
9080,nicely,,positive
9081,nicer,,positive
9082,nicest,,positive
9083,niche,,positive
9084,nichts,,
9085,nick,,
9086,nickel,,
9087,nicotine,disgust,negative
9088,niece,,
9089,nifty,,positive
9090,nigger,,negative
9091,niggle,,negative
9092,niggles,,negative
9093,night,,
9094,nightfall,,
9095,nightmare,fear,negative
9096,nightmarish,,negative
9097,nightmarishly,,negative
9098,nihilism,,negative
9099,nil,,
9100,nimble,,positive
9101,ninety,,
9102,nipple,,
9103,nitpick,,negative
9104,nitpicking,,negative
9105,nix,,negative
9106,nobility,anticipation,positive
9107,noble,trust,positive
9108,nobleman,trust,positive
9109,nobly,,positive
9110,nocturnal,,
9111,noise,,negative
9112,noiseless,,positive
9113,noises,,negative
9114,noisier,,negative
9115,noisy,anger,negative
9116,nominal,,
9117,nominate,,positive
9118,nomination,,positive
9119,non-confidence,,negative
9120,non-violence,,positive
9121,non-violent,,positive
9122,noncompliance,anger,negative
9123,nonexistent,,negative
9124,nonresponsive,,negative
9125,nonsense,,negative
9126,nonsensical,sadness,negative
9127,nonviolent,,
9128,noon,,
9129,noose,sadness,negative
9130,normal,,positive
9131,normality,,positive
9132,nose,disgust,
9133,nosey,,negative
9134,nostril,,
9135,notable,joy,positive
9136,notables,,positive
9137,notably,,positive
9138,notary,trust,
9139,notation,,
9140,note,,
9141,noted,,positive
9142,noteworthy,,positive
9143,nothingness,sadness,negative
9144,notice,,
9145,noticeable,,positive
9146,notification,anticipation,
9147,notify,,
9148,notion,,positive
9149,notoriety,anger,negative
9150,notorious,,negative
9151,notoriously,,negative
9152,notwithstanding,,
9153,nourish,,positive
9154,nourishing,,positive
9155,nourishment,,positive
9156,novel,,positive
9157,novelty,,positive
9158,noxious,disgust,negative
9159,nozzle,,
9160,nuance,,
9161,nuances,,
9162,nudity,,
9163,nugget,,
9164,nuisance,anger,negative
9165,nul,,negative
9166,null,,
9167,nullify,surprise,negative
9168,numb,,negative
9169,numbers,,positive
9170,numbness,sadness,negative
9171,numeral,,
9172,nun,trust,negative
9173,nurse,trust,positive
9174,nursery,joy,positive
9175,nurture,anger,positive
9176,nurturing,,positive
9177,nutrient,,positive
9178,nutrition,,
9179,nutritious,sadness,positive
9180,nuts,,
9181,nymph,,
9182,oaf,,negative
9183,oak,,positive
9184,oar,,
9185,oasis,anticipation,positive
9186,oath,trust,positive
9187,oatmeal,,
9188,obedience,trust,positive
9189,obedient,,positive
9190,obediently,,positive
9191,obese,disgust,negative
9192,obesity,disgust,negative
9193,obey,fear,positive
9194,obi,disgust,negative
9195,obit,sadness,negative
9196,obituary,sadness,negative
9197,object,,negative
9198,objection,anger,negative
9199,objectionable,,negative
9200,objections,,negative
9201,objective,anticipation,positive
9202,objectively,,positive
9203,obligation,,
9204,obligatory,,
9205,oblige,trust,negative
9206,obliged,,positive
9207,obliging,anger,positive
9208,obligor,fear,negative
9209,oblique,,negative
9210,obliterate,anger,negative
9211,obliterated,anger,negative
9212,obliteration,fear,negative
9213,oblivion,anger,negative
9214,oblivious,,negative
9215,obnoxious,anger,negative
9216,obnoxiously,,negative
9217,obscene,disgust,negative
9218,obscenely,,negative
9219,obscenity,anger,negative
9220,obscure,,negative
9221,obscured,,negative
9222,obscures,,negative
9223,obscurity,,negative
9224,observance,,
9225,observant,,positive
9226,observation,,
9227,observe,,
9228,observer,,
9229,obsess,,negative
9230,obsession,,positive
9231,obsessions,,positive
9232,obsessive,,negative
9233,obsessively,,negative
9234,obsessiveness,,negative
9235,obsolete,,negative
9236,obstacle,anger,negative
9237,obstetrician,trust,
9238,obstetrics,,
9239,obstinate,,negative
9240,obstinately,,negative
9241,obstruct,anger,negative
9242,obstructed,,negative
9243,obstructing,,negative
9244,obstruction,,negative
9245,obstructive,anger,negative
9246,obstructs,,negative
9247,obtain,,positive
9248,obtainable,joy,positive
9249,obtrusive,,negative
9250,obtuse,,negative
9251,obviate,,positive
9252,obvious,trust,positive
9253,obviously,,negative
9254,occasion,,
9255,occasional,surprise,
9256,occlude,,negative
9257,occluded,,negative
9258,occludes,,negative
9259,occluding,,negative
9260,occult,disgust,negative
9261,occupant,trust,positive
9262,occupation,,positive
9263,occupy,,positive
9264,occur,,
9265,occurrence,,
9266,ocean,,
9267,oceanic,,
9268,octagon,,
9269,octopus,disgust,
9270,ocular,,
9271,odd,,negative
9272,odder,,negative
9273,oddest,,negative
9274,oddities,,negative
9275,oddity,disgust,negative
9276,oddly,,negative
9277,odious,anger,negative
9278,odor,,negative
9279,oestrogen,,
9280,offbeat,,positive
9281,offence,,negative
9282,offend,anger,negative
9283,offended,anger,negative
9284,offender,anger,negative
9285,offending,,negative
9286,offense,anger,negative
9287,offenses,,negative
9288,offensive,anger,negative
9289,offensively,,negative
9290,offensiveness,,negative
9291,offer,,positive
9292,offering,trust,
9293,offhand,,negative
9294,officer,trust,positive
9295,official,trust,
9296,officious,,negative
9297,offing,,negative
9298,offset,anticipation,positive
9299,offshoot,,positive
9300,ogre,disgust,negative
9301,oh,,
9302,oil,,
9303,ointment,,
9304,okay,,positive
9305,older,sadness,
9306,olfactory,anticipation,negative
9307,oligarchy,,negative
9308,olive,,
9309,olympic,,
9310,omega,,
9311,omelet,,
9312,omen,anticipation,negative
9313,ominous,anticipation,negative
9314,ominously,,negative
9315,omission,,negative
9316,omit,,negative
9317,omitted,,
9318,omnibus,,
9319,omnipotence,fear,negative
9320,omnipresent,,
9321,omniscient,trust,positive
9322,one-side,,negative
9323,one-sided,,negative
9324,onerous,anger,negative
9325,onerously,,negative
9326,ongoing,anticipation,
9327,onset,anticipation,positive
9328,onslaught,,negative
9329,ontology,,
9330,onus,,negative
9331,onward,,positive
9332,ooze,disgust,negative
9333,opacity,,
9334,opaque,,negative
9335,open,,positive
9336,open-ended,,
9337,opener,,
9338,opening,,
9339,openly,,positive
9340,openness,,positive
9341,opera,anger,positive
9342,operate,,
9343,operatic,,negative
9344,operation,fear,
9345,operator,,
9346,opiate,,negative
9347,opinion,,
9348,opinionated,anger,negative
9349,opinions,,
9350,opium,anger,negative
9351,opponent,anger,negative
9352,opportune,joy,positive
9353,opportunistic,,negative
9354,opportunity,anticipation,positive
9355,oppose,,negative
9356,opposed,anger,negative
9357,opposition,anger,negative
9358,oppositions,,negative
9359,oppress,anger,negative
9360,oppression,anger,negative
9361,oppressive,anger,negative
9362,oppressively,,negative
9363,oppressiveness,,negative
9364,oppressor,anger,negative
9365,oppressors,,negative
9366,optic,,
9367,optics,,
9368,optimal,,positive
9369,optimism,anticipation,positive
9370,optimist,trust,positive
9371,optimistic,,positive
9372,option,,positive
9373,optional,,positive
9374,options,,
9375,optometrist,,
9376,opulent,,positive
9377,oracle,anticipation,positive
9378,orange,,
9379,oration,,positive
9380,oratory,,
9381,orbs,,
9382,orc,anger,negative
9383,orchestra,anger,positive
9384,ordained,trust,positive
9385,ordeal,anger,negative
9386,order,,positive
9387,orderly,,positive
9388,ordinance,trust,
9389,ordinary,,
9390,ordination,anticipation,positive
9391,ordnance,fear,negative
9392,oregano,,
9393,organ,anticipation,
9394,organic,,positive
9395,organization,anticipation,positive
9396,organize,,positive
9397,organized,,positive
9398,orgasm,anticipation,positive
9399,orient,,
9400,oriental,,
9401,orifice,,
9402,origin,,
9403,original,,positive
9404,originality,surprise,positive
9405,originate,,
9406,ornamented,,positive
9407,ornate,,positive
9408,orphan,fear,negative
9409,orthodox,,
9410,orthodoxy,trust,
9411,ostensible,,
9412,ostensibly,,negative
9413,ostracize,,negative
9414,ostrich,,
9415,ottoman,,
9416,ought,,
9417,oust,anger,negative
9418,outbreak,,negative
9419,outburst,anger,negative
9420,outbursts,,negative
9421,outcast,disgust,negative
9422,outcome,,positive
9423,outcry,anger,negative
9424,outdated,,negative
9425,outdo,anticipation,positive
9426,outdone,,positive
9427,outfit,,
9428,outgoing,,positive
9429,outhouse,disgust,negative
9430,outlandish,,negative
9431,outlaw,,negative
9432,outline,,
9433,outlive,,positive
9434,outlook,,
9435,outmoded,,negative
9436,outperform,,positive
9437,outperformed,,positive
9438,outperforming,,positive
9439,outperforms,,positive
9440,outpost,fear,
9441,output,,
9442,outrage,anger,negative
9443,outraged,,negative
9444,outrageous,surprise,negative
9445,outrageously,,negative
9446,outrageousness,,negative
9447,outrages,,negative
9448,outreach,,
9449,outright,,positive
9450,outrun,,positive
9451,outset,,positive
9452,outshine,,positive
9453,outshone,,positive
9454,outsider,fear,negative
9455,outsmart,,positive
9456,outspoken,,
9457,outstanding,joy,negative
9458,outstandingly,,positive
9459,outstrip,,positive
9460,outward,,positive
9461,outwit,,positive
9462,ovary,,
9463,ovation,sadness,negative
9464,over-acted,,negative
9465,over-awe,,negative
9466,over-balanced,,negative
9467,over-hyped,,negative
9468,over-priced,,negative
9469,over-valuation,,negative
9470,overachiever,,positive
9471,overact,,negative
9472,overacted,,negative
9473,overalls,,
9474,overawe,,negative
9475,overbalance,,negative
9476,overbalanced,,negative
9477,overbearing,anger,negative
9478,overbearingly,,negative
9479,overblown,,negative
9480,overburden,,negative
9481,overcame,,
9482,overcast,,negative
9483,overcome,,negative
9484,overdo,,negative
9485,overdone,,negative
9486,overdose,,negative
9487,overdue,anticipation,negative
9488,overemphasize,,negative
9489,overestimate,surprise,
9490,overestimated,,negative
9491,overflow,,negative
9492,overgrown,,negative
9493,overgrowth,,
9494,overhaul,,
9495,overheat,,negative
9496,overjoyed,joy,positive
9497,overkill,,negative
9498,overlap,,
9499,overlay,,
9500,overload,sadness,negative
9501,overloaded,,negative
9502,overlook,,negative
9503,overlying,,
9504,overpaid,,negative
9505,overpass,,
9506,overpayed,,negative
9507,overplay,,negative
9508,overpower,,negative
9509,overpowering,anger,negative
9510,overpriced,anger,negative
9511,overrated,,negative
9512,overreach,,negative
9513,overrun,,negative
9514,overseer,,
9515,overshadow,,negative
9516,oversight,,negative
9517,oversights,,negative
9518,oversimplification,,negative
9519,oversimplified,,negative
9520,oversimplify,,negative
9521,oversize,,negative
9522,oversized,,negative
9523,overstate,,negative
9524,overstated,,negative
9525,overstatement,,negative
9526,overstatements,,negative
9527,overstates,,negative
9528,overt,fear,
9529,overtake,,positive
9530,overtaken,,positive
9531,overtakes,,positive
9532,overtaking,,positive
9533,overtaxed,,negative
9534,overthrow,anticipation,negative
9535,overthrows,,negative
9536,overtook,,positive
9537,overture,anticipation,positive
9538,overtures,,
9539,overturn,,negative
9540,overweight,,negative
9541,overwhelm,,negative
9542,overwhelmed,sadness,negative
9543,overwhelming,,positive
9544,overwhelmingly,,negative
9545,overwhelms,,negative
9546,overworked,,negative
9547,overzealous,,negative
9548,overzealously,,negative
9549,overzelous,,negative
9550,owing,anger,negative
9551,own,,
9552,ownership,,positive
9553,ox,,
9554,oxidation,,negative
9555,oxymoron,,
9556,pace,,
9557,pacific,,positive
9558,pacifist,,positive
9559,pacifists,,positive
9560,pacify,,
9561,pack,,
9562,packer,,
9563,packet,,
9564,pact,trust,
9565,pad,,positive
9566,padding,,positive
9567,paddle,anticipation,positive
9568,paddock,,
9569,paddy,,
9570,padlock,,
9571,page,,
9572,pail,,
9573,pain,fear,negative
9574,pain-free,,positive
9575,pained,fear,negative
9576,painful,anger,negative
9577,painfull,,negative
9578,painfully,sadness,negative
9579,painless,,positive
9580,painlessly,,positive
9581,pains,,negative
9582,painstaking,,positive
9583,painstakingly,,positive
9584,paint,,
9585,painting,,
9586,pajamas,,
9587,palatable,,positive
9588,palatial,,positive
9589,pale,,negative
9590,paleontology,,
9591,pales,,negative
9592,palladium,,
9593,pallet,,
9594,palliate,,positive
9595,palliative,,positive
9596,palm,,
9597,palpable,surprise,
9598,palsy,disgust,negative
9599,paltry,,negative
9600,pamper,,positive
9601,pampered,,positive
9602,pamperedly,,positive
9603,pamperedness,,positive
9604,pampers,,positive
9605,pan,,negative
9606,panacea,,positive
9607,panache,,positive
9608,pandemic,fear,negative
9609,pandemonium,,negative
9610,pander,,negative
9611,pandering,,negative
9612,panders,,negative
9613,pang,surprise,negative
9614,panic,fear,negative
9615,panick,,negative
9616,panicked,,negative
9617,panicking,,negative
9618,panicky,,negative
9619,panier,,positive
9620,panoramic,,positive
9621,pantheon,,
9622,pantomime,,
9623,pants,,
9624,papacy,,
9625,papal,,
9626,paper,,
9627,paprika,,positive
9628,par,,
9629,parable,,
9630,parachute,fear,
9631,parade,anticipation,negative
9632,paradise,,positive
9633,paradoxical,,negative
9634,paradoxically,,negative
9635,paraffin,,
9636,paragon,anticipation,positive
9637,paralize,,negative
9638,parallax,,
9639,parallel,,
9640,parallelism,,
9641,paralysis,anger,negative
9642,paralyzed,anger,negative
9643,paramount,,positive
9644,paranoia,fear,negative
9645,paranoid,,negative
9646,parapet,,
9647,paraphrase,,negative
9648,parasite,disgust,negative
9649,parcel,,
9650,parchment,,
9651,pardon,,positive
9652,pare,anger,negative
9653,parent,,
9654,parentage,,positive
9655,pariah,,negative
9656,parietal,trust,positive
9657,parish,trust,
9658,park,,
9659,parliament,trust,
9660,parody,,negative
9661,parole,anticipation,
9662,parrot,disgust,negative
9663,parry,,
9664,parsimonious,,negative
9665,parsimony,,
9666,parsley,,
9667,parson,,
9668,part,,
9669,partake,trust,positive
9670,partiality,,negative
9671,partially,,
9672,participant,,
9673,participate,,
9674,participation,,positive
9675,particular,,positive
9676,particularly,,
9677,parting,sadness,
9678,partisan,,negative
9679,partisans,,negative
9680,partition,,
9681,partner,,positive
9682,partnership,trust,positive
9683,partook,,
9684,parts,,
9685,pas,,
9686,pass,,positive
9687,passe,,negative
9688,passenger,anticipation,
9689,passion,anticipation,positive
9690,passionate,anticipation,positive
9691,passionately,,positive
9692,passive,,negative
9693,passiveness,,negative
9694,passivity,,negative
9695,paste,,
9696,pastel,,
9697,pastime,,positive
9698,pastor,joy,positive
9699,pastry,joy,positive
9700,pasture,,positive
9701,patch,,negative
9702,pate,,
9703,patent,,positive
9704,paternity,,
9705,path,,
9706,pathetic,disgust,negative
9707,pathetically,,negative
9708,patience,anticipation,positive
9709,patient,anticipation,positive
9710,patiently,,positive
9711,patriarchal,trust,positive
9712,patrimony,,
9713,patriot,,positive
9714,patriotic,,positive
9715,patrol,trust,
9716,patron,trust,positive
9717,patronage,trust,positive
9718,patronize,,negative
9719,patronizing,,negative
9720,patter,anger,negative
9721,paucity,anger,negative
9722,pauper,sadness,negative
9723,paupers,,negative
9724,pave,,
9725,pavement,trust,
9726,paving,,
9727,pawn,trust,negative
9728,pay,anticipation,positive
9729,payback,anger,negative
9730,payer,,
9731,payment,,negative
9732,pea,,
9733,peace,anticipation,positive
9734,peaceable,,positive
9735,peaceful,anticipation,positive
9736,peacefully,,positive
9737,peacekeepers,,positive
9738,peach,,positive
9739,peacock,,positive
9740,peak,,
9741,pearl,,
9742,peck,,positive
9743,peculiar,,negative
9744,peculiarities,,negative
9745,peculiarity,,positive
9746,peculiarly,,negative
9747,pedantic,,negative
9748,pedestrian,,negative
9749,pedigree,trust,positive
9750,peel,,
9751,peeled,,negative
9752,peer,,
9753,peerless,,positive
9754,peeve,,negative
9755,peeved,,negative
9756,peevish,,negative
9757,peevishly,,negative
9758,pelagic,,
9759,penal,fear,negative
9760,penalize,,negative
9761,penalty,anger,negative
9762,penance,fear,
9763,penchant,,positive
9764,pencil,,
9765,pend,,
9766,penetrate,,
9767,penetrating,,positive
9768,penetration,anger,negative
9769,peninsula,,
9770,penitent,,positive
9771,penitentiary,anger,negative
9772,pennant,,
9773,pensive,sadness,
9774,penultimate,,
9775,pep,,positive
9776,pepped,,positive
9777,pepper,,
9778,pepping,,positive
9779,peppy,,positive
9780,peps,,positive
9781,perceive,trust,positive
9782,percentage,,
9783,perceptible,,positive
9784,perception,,
9785,perceptions,,
9786,perceptive,,positive
9787,perch,,
9788,perchance,surprise,
9789,perdition,anger,negative
9790,peremptory,,
9791,perennial,trust,positive
9792,perfect,anticipation,positive
9793,perfection,anticipation,positive
9794,perfectionism,,positive
9795,perfectionist,,positive
9796,perfectly,,positive
9797,perfidious,,negative
9798,perfidity,,negative
9799,perforated,,
9800,perforce,,
9801,perform,,
9802,performance,,
9803,performer,,positive
9804,perfume,,positive
9805,perfunctory,,negative
9806,perhaps,,
9807,peri,surprise,
9808,peridot,,
9809,peril,anticipation,negative
9810,perilous,anticipation,negative
9811,perilously,,negative
9812,period,,
9813,periodicity,trust,
9814,peripheral,,negative
9815,perish,fear,negative
9816,perishable,,negative
9817,perished,sadness,negative
9818,perishing,fear,negative
9819,perjury,fear,negative
9820,perk,,positive
9821,permanence,,
9822,permissible,,positive
9823,permission,,positive
9824,permit,,positive
9825,pernicious,anger,negative
9826,perpetrator,anger,negative
9827,perpetual,,
9828,perpetually,,
9829,perpetuate,anticipation,
9830,perpetuation,,negative
9831,perpetuity,anticipation,positive
9832,perplex,,negative
9833,perplexed,,negative
9834,perplexing,,negative
9835,perplexity,sadness,negative
9836,persecute,anger,negative
9837,persecution,anger,negative
9838,perseverance,,positive
9839,persevere,,positive
9840,persist,,
9841,persistence,,positive
9842,persistent,,positive
